timestamp_iso,uid
2025-09-15T13:05:57.417Z,571293470773867
2025-09-15T13:06:03.704Z,583957325182764
2025-09-15T13:06:08.567Z,839116636571640
2025-09-15T13:06:13.207Z,472675703002853
2025-09-15T13:06:36.424Z,823290357824474
2025-09-15T13:06:40.935Z,486953364073769
2025-09-15T13:06:45.686Z,889056850381647
2025-09-15T13:06:50.503Z,131439581245634
2025-09-15T13:06:55.126Z,226250395516324
2025-09-15T13:06:59.654Z,811631247412152
2025-09-15T13:07:03.398Z,586310137607536
2025-09-15T13:07:08.326Z,796557741572910
2025-09-15T13:07:17.511Z,957467913797675
2025-09-15T13:07:20.982Z,507729442212309
2025-09-15T13:07:26.438Z,498333653291043
2025-09-15T13:07:31.829Z,566775039045650
2025-09-15T13:07:37.494Z,368952304510186
2025-09-15T13:07:43.543Z,210346618276559
2025-09-15T13:07:49.286Z,372053748663178
2025-09-15T13:07:55.126Z,499816488114540
2025-09-15T13:08:01.319Z,993116865652194
2025-09-15T13:08:03.830Z,765429649812728
2025-09-15T13:08:08.614Z,844776646136559
2025-09-15T13:08:12.742Z,830395220747147
2025-09-15T13:08:16.774Z,162372483472732
2025-09-15T13:08:21.013Z,858807828771562
2025-09-15T13:08:23.398Z,992102103167334
2025-09-15T13:08:26.886Z,409068820891268
2025-09-15T13:08:31.301Z,584597079723312
2025-09-15T13:08:35.734Z,938967150068162
2025-09-15T13:08:40.486Z,197841716017562
2025-09-15T13:08:44.262Z,505948402341106
2025-09-15T13:08:49.062Z,931728096605891
2025-09-15T13:08:55.045Z,457525590689356
2025-09-15T13:09:00.757Z,574865347048351
2025-09-15T13:09:05.078Z,241823242472540
2025-09-15T13:10:40.215Z,227111603926556
2025-09-15T13:10:43.363Z,127842700572939
2025-09-15T13:11:08.374Z,820286522139160
